80,454
454,405
643,449
206,649
215,922
153,178
641,480
572,80
7,913
405,464
400,657
913,324
430,452
821,684
272,514
411,557
452,708
449,930
520,656
470,473
358,769
481,215
912,333
954,912
435,269
76,272
41,758
330,888
608,400
409,262
494,919
357,494
422,648
473,763
433,568
432,156
621,840
962,558
729,409
403,85
178,711
557,222
169,710
780,600
755,963
273,411
871,760
683,821
423,492
408,836
693,30
333,266
9,153
393,250
721,279
763,265
421,677
941,447
682,786
324,100
417,28
622,481
598,882
415,289
100,791
387,160
882,736
344,206
13,598
684,383
188,643
416,259
385,94
289,322
424,202
849,403
940,16
922,703
649,374
438,188
294,199
986,430
30,466
81,296
262,902
919,520
472,730
464,725
604,294
437,621
426,15
261,428
404,700
413,117
745,276
34,7
486,226
795,19
638,438
202,306
462,13
429,462
244,721
606,133
692,512
582,986
491,76
680,482
390,744
254,285
266,270
12,897
807,198
791,213
428,261
199,273
700,858
384,807
285,24
419,407
383,417
963,486
238,724
512,962
840,887
436,423
11,287
836,470
259,716
657,983
935,357
439,254
760,225
769,990
587,382
642,756
225,298
886,707
776,688
85,487
487,608
801,134
235,79
970,698
722,384
645,738
97,490
412,365
640,83
730,420
636,650
255,329
942,815
468,286
724,11
930,41
427,976
219,169
292,788
39,255
600,432
401,98
601,845
398,249
51,564
480,293
725,52
434,174
834,344
279,460
136,780
440,723
119,412
623,870
388,921
716,12
198,925
269,812
590,729
6,488
750,173
121,18
425,180
230,210
35,477
129,954
610,205
897,34
544,881
22,773
210,43
391,682
839,418
482,9
514,920
322,572
226,722
492,211
902,130
16,745
310,145
737,408
92,267
236,781
628,274
187,119
611,25
283,67
467,569
602,187
775,878
786,33
102,544
222,425
577,618
256,838
518,136
936,121
253,132
348,256
243,802
406,774
24,886
79,57
592,714
83,855
609,910
293,102
204,220
708,419
54,499
744,292
633,39
180,709
133,727
453,936
678,455
418,236
420,310
648,50
160,839
278,300
644,109
888,348
414,681
466,424
525,144
389,281
94,168
61,948
558,849
134,204
15,155
934,847
639,642
447,340
223,453
402,125
287,154
496,140
407,161
249,167
213,427
275,435
650,171
568,303
265,863
861,491
583,223
84,86
395,450
382,563
67,81
44,20
532,978
691,555
341,51
528,787
547,277
690,469
338,893
815,528
624,91
183,702
28,181
607,143
656,770
355,71
887,263
216,532
168,694
860,218
291,299
463,239
174,508
177,747
43,45
770,440
950,522
410,465
157,92
399,937
221,939
603,40
586,752
477,84
852,295
33,331
276,784
117,489
554,998
397,97
156,3
990,110
201,258
816,496
779,876
118,663
508,778
211,385
78,196
870,191
113,739
351,429
386,616
723,308
182,917
842,941
185,264
286,965
242,88
245,553
365,421
145,325
618,609
537,547
479,475
20,852
758,280
855,779
270,706
524,578
91,950
681,540
564,436
702,803
342,74
710,391
159,958
629,212
195,185
175,184
794,924
792,526
688,113
396,474
845,78
812,55
698,107
714,865
267,219
19,842
476,451
288,857
143,497
739,790
663,229
161,619
64,712
132,283
626,150
21,73
205,44
553,759
50,42
65,381
220,2
857,573
569,476
190,5
939,22
646,426
756,695
71,358
581,38
989,981
736,457
62,956
374,658
233,653
616,750
499,639
101,257
63,866
130,27
25,339
212,159
475,796
3,177
625,689
394,31
713,253
167,603
381,63
497,307
580,338
773,61
995,515
854,543
465,301
329,679
58,260
488,404
250,748
82,792
634,935
784,21
890,762
124,321
306,579
838,507
578,472
703,439
584,693
95,116
948,332
976,662
126,746
345,54
992,691
163,529
277,394
260,493
18,800
500,636
772,860
787,282
478,123
431,124
523,611
57,151
563,129
150,360
148,148
981,467
295,406
571,471
109,90
469,946
474,485
354,216
331,66
701,567
686,934
46,777
471,341
956,414
142,201
140,614
647,891
777,238
847,58
490,139
208,761
282,99
120,70
733,402
998,890
296,620
392,32
803,483
459,992
579,685
234,49
308,613
239,410
805,539
173,183
455,77
653,513
522,89
155,390
597,387
788,479
706,208
343,518
73,64
748,118
707,468
677,570
376,949
891,120
802,927
237,247
599,623
218,805
965,189
128,938
843,989
89,731
549,871
920,228
620,826
501,851
774,737
658,46
193,955
181,903
74,275
498,197
712,584
685,641
298,509
924,645
90,82
675,931
86,601
171,207
983,172
828,928
55,580
263,268
519,351
52,940
450,75
903,577
576,93
689,571
53,4
372,96
186,29
615,141
637,115
31,291
318,163
927,875
876,135
123,327
48,334
555,565
878,463
695,128
70,422
116,631
154,861
229,194
925,969
139,6
325,622
630,806
972,705
631,877
441,644
851,959
515,680
926,704
38,982
959,72
982,53
5,458
928,164
699,898
457,152
103,654
196,832
27,182
144,687
300,105
573,142
687,582
565,602
627,667
77,554
320,35
975,234
932,690
545,793
107,176
280,459
281,127
274,195
570,527
971,175
551,525
352,434
135,192
507,290
759,1
165,461
955,766
247,445
720,233
526,728
40,586
781,665
817,843
309,48
448,538
189,190
197,330
493,388
240,158
588,245
88,776
72,970
246,386
967,315
458,914
826,326
738,683
23,352
227,896
445,697
711,146
984,209
561,523
893,157
131,401
264,284
98,971
778,112
339,328
717,583
529,827
917,23
105,8
904,615
709,517
328,349
910,908
96,337
184,549
125,559
567,814
319,932
147,713
543,323
214,316
827,227
538,831
540,501
353,510
332,126
176,816
359,678
115,437
946,630
746,186
767,591
921,551
371,916
337,278
2,626
299,772
973,122
539,59
315,638
517,588
652,37
980,581
596,114
307,977
527,441
841,288
881,47
585,975
856,675
179,617
1,62
679,743
45,768
489,242
232,369
589,633
110,179
862,356
798,170
203,359
614,637
59,36
662,131
66,907
137,69
832,399
575,137
665,200
727,856
613,980
908,587
290,905
93,162
591,413
718,65
654,612
356,828
112,519
258,701
32,880
704,379
321,60
4,634
268,271
833,957
844,624
461,214
790,396
111,14
916,825
705,972
814,478
898,87
8,95
809,111
252,604
513,541
162,854
346,26
728,355
68,138
191,376
460,550
931,1000
502,628
327,346
530,952
29,629
961,818
10,336
104,431
192,785
988,964
612,343
114,874
347,10
806,433
42,166
635,755
151,103
632,590
824,585
334,809
896,319
605,660
800,945
863,801
36,101
751,448
978,521
47,673
757,397
349,632
152,203
340,668
732,655
958,235
768,686
858,692
301,524
378,833
495,652
360,375
531,495
257,979
907,991
731,895
506,830
804,841
99,599
783,757
503,718
560,625
323,251
56,672
999,546
146,593
937,994
762,313
793,795
867,342
166,606
194,640
866,506
377,717
914,230
326,999
379,804
933,505
60,345
483,997
785,973
952,771
877,867
905,943
951,335
209,224
451,607
666,775
271,899
375,353
172,244
818,380
305,715
879,393
316,498
141,741
164,820
69,597
314,398
75,537
938,576
284,17
122,446
594,371
241,873
979,389
747,751
217,635
885,987
224,799
138,610
764,237
883,782
228,533
541,354
442,951
674,594
444,605
303,516
251,664
865,813
17,859
874,320
655,536
350,502
754,669
830,366
820,670
977,868
694,929
848,165
813,415
901,666
753,819
996,735
361,904
535,824
170,829
231,309
752,834
595,961
559,504
743,794
766,789
26,892
562,835
127,240
873,996
741,783
456,764
1000,530
715,595
521,68
831,500
796,561
697,647
200,823
566,985
149,720
14,575
87,297
880,732
994,869
811,661
546,560
369,232
761,377
311,392
248,798
617,350
719,883
991,243
336,995
672,894
661,456
619,885
889,147
534,373
659,318
875,926
835,548
726,966
825,56
868,811
799,566
509,767
923,252
207,304
872,314
969,370
859,221
49,879
899,372
909,305
363,596
533,627
510,862
37,909
364,808
850,944
304,347
808,416
957,545
853,104
906,395
945,531
550,754
993,911
664,542
505,846
504,442
484,149
446,484
837,535
485,676
949,311
670,534
297,960
669,511
797,368
895,726
158,933
900,753
869,915
829,889
366,317
960,900
997,850
443,231
918,923
673,312
771,659
735,984
943,733
964,651
915,108
108,674
823,592
911,817
380,556
536,217
846,241
548,848
944,901
335,797
782,302
968,884
987,562
676,589
947,853
749,967
313,671
892,918
822,246
368,106
651,872
671,942
106,552
370,822
789,646
660,968
668,837
740,378
667,193
966,361
312,765
929,906
373,443
894,734
362,810
953,503
742,993
974,362
552,696
542,699
593,740
985,749
317,444
516,974
367,364
511,367
556,719
864,988
302,742
819,953
810,248
765,844
696,864
734,363
574,947
884,574
